Date / Time,City,State,Shape,Duration,Summary,Posted
4/08/2020 23:55,ROCKFORD,IL,Light,5 minutes,2 identically shaped objects with multiple bright lights in night sky. There was a center light with lighted &quot;spokes&quot; on both,5/07/2020
4/08/2020 23:00,Hubbard,OH,Sphere,5 minutes,"Spotted in Southern sky hovering over Hubbard, OH. They were reddish orange in color, no sounds, no flashing lights",4/09/2020
4/08/2020 22:59,Quakertown,PA,Circle,10mins,Saw circular object in the sky holding steady which did not appear to be a star. I filmed it and watched it for a while until it starte,6/25/20
4/08/2020 22:44,Boca raton,FL,Fireball,12 minutes,Fireball in the sky. Remained stationary for several minutes.,5/07/2020
4/08/2020 22:30,Junction City,OR,Oval,5 minutes,My wife took video of a orangish / pink object eratically moving in the sky above Eugene Oregon.,6/25/20
4/08/2020 22:02,Spout Springs,NC,Formation,6 minutes,2 Yellow-Orange-Red Spheres Floating Silently Overhead at Night,6/25/20
4/08/2020 22:00,Newcastle upon Tyne,,Sphere,45 seconds,"Silver/grey seemed to be slightly illuminated. It moved quickly but not in a streat line, sort of side to side then disappeard in to th",4/09/2020
4/08/2020 21:45,Rochester,NY,Light,5-10 minutes,"Continuous line of 10-15 satellite-like objects moving steadily and evenly-spaced across the sky. ((""Starlink"" satellites??))",4/09/2020
4/08/2020 21:40,Cuyahoga Falls,OH,Light,30minutes,"Continuously, multiple lights appeared and moved same path and disappeared one by one. ((""Starlink"" satellites??))",4/09/2020
4/08/2020 21:00,Ironwood,MI,Light,10 minutes,One very large object with two lights,4/09/2020
4/08/2020 20:30,El Sobrante,CA,Circle,25 seconds,3 circular objects passing in front of moon in El Sobrante California.,4/09/2020
4/08/2020 20:30,Spirit lake,ID,Circle,5 minutes,Light train moving west to East. ((Starlink satellites?)),6/25/20
4/08/2020 20:00,Dallas,TX,Fireball,3 seconds,We saw a green ball come from the sky towards the ground with sparks. ((anonymous)),4/09/2020
4/08/2020 19:45,Jaipur (India),,Light,5-10 minutes,One white star like light which was moving faster but i saw it for 5 - 10 minutes in sky in night time,6/25/20
4/08/2020 17:08,Des Moines,WA,Oval,1 minute,Large silver oval object over Redondo Beach area Seattle Washington,4/09/2020
4/08/2020 15:30,Blenheim (New Zealand),,Disk,1 minute,Was fishing tryna get a good picture for facebook profile snapped a series of photos in a short period and got some interesting picture,8/06/2020
4/08/2020 11:00,Portland,ME,Other,20 second,Today is June 8th 2020. Between 1030 and 1130am I was working on Forest Avenue in Portland Maine.I noticed the sun had a rainbow al,6/25/20
4/08/2020 11:00,Utica,NY,Circle,1min,9 orbs video over house Video Link https://ufostalker.com/sighting/107625,6/25/20
4/08/2020 10:25,Milwaukie,OR,Light,1 hour,"I saw what I thought to be satatlights and then in about an hour. ((""Starlink"" satellites??))",4/09/2020
4/08/2020 3:29,Grand Junction,CO,,,MADAR Node 75,6/25/20
4/08/2020,Bothell,WA,Sphere,20 minutes,There's a pulsating sphere in the Westen sky. Appears to slowly move North. Got video on two camera. ((NUFORC Note: Venus?? PD)),4/09/2020
4/07/2020 23:30,Wampum,PA,Disk,1 second,White glowing disc with light underneath!,4/09/2020
4/07/2020 23:30,Rohnert Park,CA,Light,,"Loud plane flying over, I looked up and saw the plane which was normal looking and then 2 very large bright lights glowing with 5 to 6",4/09/2020
4/07/2020 23:22,Burlington Co. (Presidential Lakes Estates),NJ,Light,10 seconds,Bright red orb from all sides. 10 seconds. Then disappeared. Have video,4/09/2020
4/07/2020 23:00,Mt. Charleston,NV,Oval,10 minutes,Large object seen 2 nights over Mt. Charleston Nevada. ((NUFORC Note: Venus?? PD)),4/09/2020
4/07/2020 22:35,Venice,FL,Oval,1.5 minutes,We were scanning the night sky observing the Easter Moon. The Moonrise was I the East sky. Scanning to the Southwest toward Venus a,4/09/2020
4/07/2020 22:20,Central City,NE,Light,the 7th and the 8th aroun,it was a light orb circle hovering for a lil bit then slowly headed towards the the platte river. ((anonymous)),5/01/2020
4/07/2020 22:00,Victor,MT,Other,10 minutes,"All 30 lights were evenly spaced out moving in the same direction, West to East. ((""Starlink"" satellites??))",4/09/2020
4/07/2020 22:00,New Westminster,BC,Circle,15 minutes,"Points of Light Travelling Across the sky. ((""Starlink"" satellites??))",4/09/2020
4/07/2020 21:55,Fort Lauderdale (near),FL,Circle,>2 minutes,"On April 7 or 8, a relative happened to notice a bright white light directly above while looking for Venus and stars. He was outside h",6/25/20
4/07/2020 21:45,Boise,ID,Unknown,1 hour,Bright white light moving intermittently in the Boise sky with green and red light.,4/09/2020
4/07/2020 21:29,Maricopa,AZ,Disk,10 minutes,"Infra-red security camera, 2 disk shaped ufos, hovering, visible only on camera, fast movers, 3600 mph, went toward military base.",4/09/2020
4/07/2020 21:22,Nelson (Canada),BC,Light,2 minutes,"2 dim lights travelling in a line across the sky followed by 3 more in a triangle formation ((""Starlink"" satellites??))",4/09/2020
4/07/2020 21:15,Honey Brook,PA,Triangle,5-7 minutes,Perfect triangle shaped object hovering over former campground just south of Honey Brook PA.,6/25/20
4/07/2020 21:00,Edmonds,WA,Circle,2 minutes,they looked like tiny moving stars ((Starlink satellites?)),6/25/20
4/07/2020 21:00,Snohomish,WA,Formation,15 minutes,At least 35 single lights on the same staggered flight path over WA state (not a satellite link) ((Starlink satellites?)),6/25/20
4/07/2020 20:20,Fayetteville,AR,Light,2 hours,"Sighted nine UFOs within a two hour period. ((""Starlink"" satellites??))",4/09/2020
4/07/2020 19:30,Boca Raton,FL,Light,30 seconds,Blue Green Oval Light with orange sparks seen streaking in the evening sky.,6/25/20
4/07/2020 19:06,Pompano Beach,FL,Changing,5 seconds,"Horizontal flash of light that separated into smaller pieces/balls of lights, regrouped back into a ball then disappeared!",4/09/2020
4/07/2020 19:02,Bozeman,MT,Sphere,1 minute,"During the evening of April 7, 2020, there was an impressive sundog appearing in the western sky. ((Lens flares. PD))",6/25/20
4/07/2020 18:57,Delray Beach,FL,Other,~8 seconds,"Fast moving, from east to west, large silver-blue round light that as it moved,a trail of lights formed and flickered.Then it vanished.",4/09/2020
4/07/2020 18:45,Miami,FL,Sphere,10 seconds,Formation of blue lights flying low and disappearing,4/09/2020
4/07/2020 18:45,Fort Lauderdale,FL,Fireball,10 seconds,While seated looking east from a 10th floor I suddenly saw a large Fireball descend to what appeared to be almost 200 feet in altitude.,6/25/20
4/07/2020 18:45,Hallandale Beach,FL,Other,2 seconds,Huge sparkles dashing through the sky,4/09/2020
4/07/2020 18:30,Hialeah,FL,Rectangle,5 seconds,Impressive organized cluster of lights flying fast into clouds for cover,4/09/2020
4/07/2020 18:00,Scottsdale,AZ,Diamond,20 minutes,"Black, shape changing high altitude objects, one stationary, one changing shape and moving",4/09/2020
4/07/2020 18:00,Bellingham,WA,Light,20min,Very bright blight.,5/07/2020
4/07/2020 18:00,Warrior,AL,Egg,10 minutes,"Miles away,i watched small,fast moving crafts,appear from nothing,some in pairs one flanking the other,move across the horizon.But spac",6/25/20
4/07/2020 11:07,Fayetteville,AR,,,MADAR Node 136,6/25/20
4/07/2020 1:00,Grand Ronde,OR,Formation,1 minute,"Object came from N to SE in direction, looked like a falling star that disappeared over hillside. Object was hot like fire.",4/09/2020
4/06/2020 22:15,Seattle,WA,Light,20 minutes,"It was a clear night sky, when we noticed a line of star like lights, equally spaced with each other. ((""Starlink"" satellites??))",4/09/2020
4/06/2020 22:00,Daytona Beach,FL,,5 seconds,V formation of 9 white craft - silent and FAST moving,4/09/2020
4/06/2020 21:45,Fort Lee,NJ,Light,48,Huge bright light appears and moves like it’s inspecting the earth below.,4/09/2020
4/06/2020 21:45,Holualoa,HI,Light,5 minutes,Saw yellow light getting brighter through window in the sky. Went outside and told family to come see. My girlfriend said she saw hints,4/09/2020
4/06/2020 21:01,Arvada,CO,Triangle,5 seconds,I was observing the moon through a telescope looking East. A light to the west caught my attention. I lifted my head away from the eye,4/09/2020
4/06/2020 21:00,Northampton,PA,Unknown,45 minutes,Bright motionless-less light object. ((NUFORC Note: Venus?? PD)),4/09/2020
4/06/2020 20:30,Portland,OR,Other,10 minutes,"Multiple Star Like Phenomena ((""Starlink"" satellites??))",4/09/2020
4/06/2020 20:20,Yuba City,CA,Light,1 minutes,Two light objects Appeared the second one stayed longer and flashed it’s light and then disappeared the same way it came from,4/09/2020
4/06/2020 20:19,East Falmouth,MA,Disk,9 minutes,Formation of solid lights over cape cod. ((Starlink satellites?)),4/09/2020
4/06/2020 20:15,New Middletown,IN,Sphere,45 minutes,Observed spherical ball of &quot;energy&quot; at dusk with binoculars.,4/09/2020
4/06/2020 20:00,Windsor,CO,Sphere,6 minutes,"Bright Yellow object heading east bound at a pretty decent speed, no binky lights at all, just one solid color. Another object appeared",4/09/2020
4/06/2020 19:45,Bristol,PA,Unknown,,"Object was coming from the west, and was completely silent. It had a large white light. ((MUFON report))",1/19/21
4/06/2020 19:30,West Branch,IA,Light,00:05 aka 5 mins,"Driving south on Garfield towards spring dale, during an early/bright sunset, I saw to the East a BRILLIANT large bright light, hoverin",6/25/20
4/06/2020 14:50,Sheboygan,WI,Sphere,10,2:50 pm 4/6/20 dark circular object surrounded by dozen smaller objects moving against strong breeze. No sound,4/09/2020
4/06/2020 5:27,Houston,TX,,,MADAR Node 118,6/25/20
4/06/2020 4:00,Decatur,GA,Sphere,30 minutes,Bright moon like shape seem hovering in the clearing in trees behind my home that would fade and reappear.,6/25/20
4/06/2020 1:11,Santa Claus,IN,,,MADAR Node 114,6/25/20
4/06/2020 0:00,Norton Shores,MI,Circle,30 minutes,Seen over Lake Michigan with binoculars. Was changing colors.,6/25/20
4/05/2020 23:20,Black Hawk,CO,Light,5 minutes,"Bright shining object, alternating between dim and bright in slow intervals.",4/09/2020
4/05/2020 23:20,Olathe,KS,,2 seconds,Successive bright flashes up into he sky,4/09/2020
4/05/2020 23:00,Cheshire,CT,Unknown,1 hour or so,star-like objects moving in the sky. ((Starlink satellites?)),6/25/20
4/05/2020 23:00,Georgetown,NY,Changing,3 minutes,We were standing on our back deck and noticed a bright moving object. It was bright and ball shaped to the human eye. We got out our ca,6/25/20
4/05/2020 22:23,Kalispell,MT,Fireball,15 seconds,Bright orange fireball moving overhead toward the south and then slowing to move southeast. Object appeared to be in orbit and was visi,4/09/2020
4/05/2020 21:50,Fayetteville,AR,Sphere,1:00,Sighted orange glowing sphere slowly float through night sky then slowly fade into nothing.,6/25/20
4/05/2020 21:00,Calhoun,GA,Light,2 minutes,Off white orb moving N. to S. no sound then vanished over Calhoun with a well lit moonlit sky.,6/25/20
4/05/2020 21:00,Bangalore (India),,Flash,20 minutes,A red/white and green star kind of an object rotating at a very high speed and changing colours. ((NUFORC Note: Sirius. PD)),4/09/2020
4/05/2020 20:45,Molalla,OR,Sphere,2-3 minutes,A lone F-15 attempting to intercept an unknown aircraft.,4/09/2020
4/05/2020 20:30,Jonesboro,AR,Light,2 minutes,Singular bright white light moving across the sky.,4/09/2020
4/05/2020 20:25,Oklahoma City,OK,Light,3-4 seconds,Dog was barking like crazy in the back yard.Went outside to see why and saw a red and blue rhythmically flashing light in the south,4/09/2020
4/05/2020 19:30,Sayville,NY,Light,20 minutes,"Noticed bright light during cloudy night. Watched it because it didn't seem like a star, too bright. After being stationery around 15 m",4/09/2020
4/05/2020 19:08,Millerton,PA,,,MADAR Node 104,6/25/20
4/05/2020 15:00,Coos Bay,OR,Other,1 hour,Around 1500 hours today. Eight chem trails appeared over head and lasted a long time. Radiation levels taken by numerous people on gro,4/09/2020
4/05/2020 14:00,Elgin,IL,Changing,2-3 minutes,We seen around 15 lights flying in The sky Triangle Circle and Line of lights in the sky from east side to the west,6/25/20
4/05/2020 10:30,Oxford,MS,Disk,1 minute,round object appeared - vanished within less than a minute,4/09/2020
4/05/2020 8:45,Fayetteville,AR,,,MADAR Node 136,6/25/20
4/05/2020 0:25,Mt. Vernon,IN,,,MADAR Node 119,6/25/20
4/05/2020 0:20,North Seattle,WA,Light,1:30,"Green, red and flashing white light like an airplane but brighter hovering over North Seattle like a drone at first then suddenly flew",4/09/2020
4/04/2020 23:58,Northbrook,IL,,,MADAR Node 148,6/25/20
4/04/2020 23:30,Colchester,VT,Light,3 minutes,Observed a bright object traveling slowly from North to South in the night sky.,4/09/2020
4/04/2020 21:45,Raynham,MA,Circle,5 minutes,One white orb light without blinking.,6/25/20
4/04/2020 21:20,Kirkwood,NY,Fireball,20 minutes,Fireball that moved in and out of view before fading away; black orb was seen in sky where the light was seen.((anonymous)),4/09/2020
4/04/2020 21:20,Coeur d’Alene,ID,Circle,10 minutes,Multiple unexplained moving objects above CDA,6/25/20
4/04/2020 20:30,Welch,MN,Unknown,4 minutes,Orange/red lighted silent object moving through the sky,6/25/20
4/04/2020 19:23,Bangkok (Thailand),,Triangle,10 seconds,"Flying low, just under low cloud, no typical jet sound, gliding, came from the south west flying east, triangular shape, looking from",6/25/20
4/04/2020 14:00,Kihei,HI,Sphere,15 seconds,White golf ball shaped object hurtling across a clear blue sky.,4/09/2020
4/04/2020 10:55,Saint-Laurent (Canada),QC,Unknown,3 minutes,Quick flying object in the night of the pink moon.,4/09/2020
4/04/2020 4:30,Ceauce (France),,Other,7 seconds,Madar Node 131 and possible Passive Radar correlation / detection France,6/25/20
4/04/2020 0:00,Meridian,ID,Triangle,3 seconds,"I stepped outside for a smoke,and I look up it happened so fast,I still can't believe what I saw.",6/25/20
4/03/2020 23:30,Santa Fe,NM,Sphere,30 minutes,"Flashing green, red foreign object hovering in sky. ((NUFORC Note: Sirius?? PD))",4/09/2020
4/03/2020 23:19,Savage,MT,Triangle,5 minutes,Triangular UFO following vehicle in Eastern MT.,3/31/21
4/03/2020 23:00,Longmont,CO,Flash,2 seconds,Flash of lights.,6/25/20
4/03/2020 22:45,Brighton,CO,Triangle,2 seconds,Am aircraft with 2 cyan thrustsers came out of nowhere and headed north and then disappeared,5/01/2020
4/03/2020 22:30,Hyrum,UT,Light,20 minutes,Bright light over the Wellsvilles moving in abnormal trajectory until finally fading away in the distance.,6/25/20
4/03/2020 21:30,Glenview,IL,Light,"1 minute, 53 seconds","2 strange light objects move across the north suburban evening sky presumably undetected, . . . or not? Captured on video! !",4/09/2020
4/03/2020 21:26,Bullhead City,AZ,Circle,1 minute,Unknown star like object seen then dissipated.,6/25/20
4/03/2020 21:25,Cincinnati,OH,Triangle,5 minutes,"Lighted, triangular object observed moving in an easterly direction over Cincinnati, OH.",6/25/20
4/03/2020 20:18,Ukiah,CA,Light,2 minutes,Orange light appeared in the north than moved to the east and slowly dissipated.,6/25/20
4/03/2020 15:45,Kaysville,UT,Unknown,10 seconds,Highly reflective object floating downward.,6/25/20
